Transaction Date,Post Date,Description,Category,Type,Amount,Memo
10/03/2025,10/05/2025,FOOTHILLS NUTRITION,Groceries,Sale,-51.68,
10/02/2025,10/03/2025,TST*NAUTI KS,Food & Drink,Sale,-74.21,
10/02/2025,10/03/2025,AMAZON MKTPL*NJ0BC2YM1,Shopping,Sale,-31.81,
10/02/2025,10/03/2025,WCI*WASTE CONN OF TN,Bills & Utilities,Sale,-87.15,
10/01/2025,10/02/2025,WM SUPERCENTER #672,Groceries,Sale,-138.74,
10/01/2025,10/02/2025,KFC J718257,Food & Drink,Sale,-30.72,
10/01/2025,10/02/2025,KFC J718257,Food & Drink,Sale,-11.18,
10/02/2025,10/02/2025,AMAZON MKTPL*NJ70E6H52,Shopping,Sale,-25.60,
09/30/2025,10/01/2025,FOOTHILLS NUTRITION,Groceries,Sale,-18.56,
09/30/2025,10/01/2025,AMAZON MKTPL*NJ2TS80U2,Shopping,Sale,-33.35,
09/29/2025,09/30/2025,BP#1202000PLANTATION MAR,Gas,Sale,-35.80,
09/30/2025,09/30/2025,SP TOUPSCO,Shopping,Sale,-37.53,
09/29/2025,09/30/2025,TOKYO HIBACHI AND SUSHI,Food & Drink,Sale,-31.81,
09/29/2025,09/30/2025,LOWES #00638*,Home,Sale,-38.39,
09/29/2025,09/30/2025,SQ *BLOSSOM BOWLS NORTHSH,Food & Drink,Sale,-27.13,
09/29/2025,09/30/2025,WALGREENS #15906,Health & Wellness,Sale,-13.17,
09/30/2025,09/30/2025,SP TOUPSCO,Shopping,Sale,-79.02,
09/27/2025,09/29/2025,PADDLE.NET* ARTFULAGEN,Shopping,Return,43.89,
09/28/2025,09/28/2025,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-392.37,
09/26/2025,09/28/2025,FOOTHILLS NUTRITION,Groceries,Sale,-10.10,
09/26/2025,09/28/2025,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-47.20,
09/27/2025,09/28/2025,PADDLE.NET* ARTFULAGEN,Shopping,Sale,-43.89,
09/26/2025,09/28/2025,CHIPOTLE MEX GR ONLINE,Food & Drink,Return,51.26,
09/26/2025,09/28/2025,CHIPOTLE MEX GR ONLINE,Food & Drink,Return,38.30,
09/26/2025,09/28/2025,KROGER #862,Groceries,Sale,-389.73,
09/25/2025,09/28/2025,FOOD CITY #644,Groceries,Sale,-6.78,
09/27/2025,09/28/2025,BP#1202000PLANTATION MAR,Gas,Sale,-80.00,
09/27/2025,09/28/2025,FRONTIER AIRLINES ONBOARD,Food & Drink,Sale,-4.29,
09/26/2025,09/28/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-52.69,
09/26/2025,09/28/2025,CHIPOTLE MEX GR ONLINE,Food & Drink,Sale,-89.56,
09/27/2025,09/28/2025,BP#1202000PLANTATION MAR,Gas,Sale,-5.58,
09/26/2025,09/26/2025,BRAINMD,Groceries,Sale,-51.81,
09/26/2025,09/26/2025,BRAINMD,Groceries,Sale,-28.14,
09/24/2025,09/26/2025,FOOD CITY #644,Groceries,Sale,-8.77,
09/25/2025,09/26/2025,SP LOOSELEAFTEAMARKE,Groceries,Sale,-75.78,
09/24/2025,09/26/2025,MMS-UNIV OF TENNESSEE,Food & Drink,Sale,-5.88,
09/24/2025,09/25/2025,KFC J718257,Food & Drink,Sale,-11.18,
09/24/2025,09/25/2025,PetSmart,Shopping,Sale,-80.78,
09/22/2025,09/24/2025,CASEY S #4303,Gas,Sale,-8.77,
09/22/2025,09/24/2025,ARBYS 5241,Food & Drink,Sale,-18.85,
09/23/2025,09/24/2025,UBER   *TRIP,Travel,Sale,-26.94,
09/19/2025,09/24/2025,HEAD TO TOE MASSAGE,Health & Wellness,Sale,-144.00,
09/23/2025,09/24/2025,Audible*732RF95V3,Bills & Utilities,Sale,-16.37,
09/23/2025,09/24/2025,MCDONALD'S F21687,Food & Drink,Sale,-10.17,
09/21/2025,09/24/2025,ISTORAGE 8333,Home,Sale,-280.00,
09/22/2025,09/23/2025,OSAKA JAPANESE GRILL,Food & Drink,Sale,-45.85,
09/22/2025,09/23/2025,SSP*Pickleville LLC,Entertainment,Sale,-42.80,
09/22/2025,09/23/2025,DD *DOORDASH CHIPOTLEM,Food & Drink,Sale,-29.69,
09/22/2025,09/23/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
09/22/2025,09/23/2025,MCDONALD'S F6738,Food & Drink,Sale,-13.56,
09/22/2025,09/23/2025,ATMOS ENERGY,Bills & Utilities,Sale,-24.94,
09/22/2025,09/23/2025,SQ *DARLIN DOGGIE DO'S,Professional Services,Sale,-276.00,
09/21/2025,09/22/2025,ACE HARDWARE,Home,Sale,-96.29,
09/21/2025,09/21/2025,COZY INN CAFE,Food & Drink,Sale,-102.13,
09/20/2025,09/21/2025,SQ *CUNNINGHAM'S JOURNAL,Food & Drink,Sale,-16.80,
09/20/2025,09/21/2025,SQ *CUNNINGHAM'S JOURNAL,Food & Drink,Sale,-9.00,
09/19/2025,09/21/2025,SONIC DRIVE IN #3771,Food & Drink,Sale,-21.29,
09/19/2025,09/21/2025,MAVERIK #715,Gas,Sale,-15.57,
09/20/2025,09/21/2025,SQ *CUNNINGHAM'S JOURNAL,Food & Drink,Sale,-16.00,
09/20/2025,09/21/2025,SQ *CUNNINGHAM'S JOURNAL,Food & Drink,Sale,-3.00,
09/19/2025,09/21/2025,WALMART.COM,Shopping,Sale,-87.51,
09/20/2025,09/21/2025,SQ *CUNNINGHAM'S JOURNAL,Food & Drink,Sale,-13.80,
09/20/2025,09/21/2025,Subway 13729,Food & Drink,Sale,-40.73,
09/20/2025,09/21/2025,STARBUCKS 8007827282,Food & Drink,Sale,-10.00,
09/17/2025,09/19/2025,FOOD CITY #644,Groceries,Sale,-6.03,
09/18/2025,09/19/2025,TST*NAUTI KS,Food & Drink,Sale,-73.18,
09/18/2025,09/19/2025,Subway 46545,Food & Drink,Sale,-14.61,
09/18/2025,09/19/2025,WAL-MART #672,Groceries,Sale,-58.05,
09/18/2025,09/19/2025,NOODLES&amp;CO.,Food & Drink,Sale,-14.15,
09/18/2025,09/18/2025,Payment Thank You-Mobile,,Payment,15000.00,
09/17/2025,09/18/2025,KFC J718257,Food & Drink,Sale,-20.17,
09/17/2025,09/18/2025,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.95,
09/17/2025,09/18/2025,WORLDATWORK,Personal,Sale,-360.00,
09/17/2025,09/18/2025,CRUSHER SOLUTIONS  LLC,Bills & Utilities,Sale,-1.00,
09/16/2025,09/18/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-34.22,
09/16/2025,09/17/2025,SXM*SIRIUSXM.COM/ACCT,Bills & Utilities,Sale,-27.42,
09/16/2025,09/17/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
09/15/2025,09/16/2025,Amazon.com*0Q9TM8G73,Shopping,Sale,-50.20,
09/14/2025,09/16/2025,ROSS STORES #1117,Shopping,Sale,-182.13,
09/15/2025,09/16/2025,FOOD LION #1362,Groceries,Sale,-87.27,
09/14/2025,09/15/2025,PetSmart,Shopping,Sale,-31.26,
09/13/2025,09/15/2025,ANTATIVG9NJ,Shopping,Sale,-22.58,
09/14/2025,09/15/2025,PANDA EXPRESS 2908,Food & Drink,Sale,-30.95,
09/14/2025,09/15/2025,TST* BULLPEN - ALCOA,Food & Drink,Sale,-31.69,
09/13/2025,09/14/2025,DREAM RIDES OF TENNESSEE,Automotive,Sale,-223.92,
09/12/2025,09/14/2025,FOOD LION #1362,Groceries,Sale,-144.83,
09/14/2025,09/14/2025,Two Doors Down,Food & Drink,Sale,-30.24,
09/13/2025,09/14/2025,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-56.68,
09/13/2025,09/14/2025,AWX*faithoutfit,Shopping,Sale,-34.98,
09/12/2025,09/14/2025,Amazon.com*Y03E413G3,Shopping,Sale,-38.14,
09/12/2025,09/14/2025,FOOTHILLS NUTRITION,Groceries,Sale,-10.54,
09/13/2025,09/14/2025,LEARNDOBECOME.COM,Professional Services,Sale,-25.00,
09/13/2025,09/14/2025,BP#1202000PLANTATION MAR,Gas,Sale,-11.75,
09/12/2025,09/14/2025,BP#1202000PLANTATION MAR,Gas,Sale,-8.87,
09/12/2025,09/14/2025,POTNNNE6HNL,Shopping,Sale,-53.51,
09/12/2025,09/12/2025,EARTHBREEZE.COM,Personal,Sale,-12.00,
09/10/2025,09/12/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-34.22,
09/11/2025,09/12/2025,EXXON EZ STOP #10,Gas,Sale,-13.01,
09/06/2025,09/12/2025,STP*V*Coursiv,Education,Sale,-31.99,
09/10/2025,09/11/2025,PANDA EXPRESS 2908,Food & Drink,Sale,-12.00,
09/10/2025,09/11/2025,ATT*BILL PAYMENT,Bills & Utilities,Sale,-127.68,
09/10/2025,09/11/2025,CVS/PHARMACY #06359,Health & Wellness,Sale,-30.65,
09/10/2025,09/11/2025,PAPA JOHN'S #0347,Food & Drink,Sale,-35.80,
09/10/2025,09/11/2025,WALMART.COM,Shopping,Sale,-141.83,
09/10/2025,09/11/2025,SQ *BLOSSOM BOWLS MARYVIL,Food & Drink,Sale,-14.12,
09/09/2025,09/10/2025,BP#1202000PLANTATION MAR,Gas,Sale,-16.30,
09/09/2025,09/10/2025,EL CANTARITO MEXICAN REST,Food & Drink,Sale,-79.39,
09/08/2025,09/09/2025,ASIAN BUFFET GRILL &amp; SUSH,Food & Drink,Sale,-47.91,
09/08/2025,09/09/2025,ASIAN BUFFET GRILL &amp; SUSH,Food & Drink,Sale,-47.91,
09/08/2025,09/09/2025,BP#1202000PLANTATION MAR,Gas,Sale,-18.80,
09/08/2025,09/09/2025,SHOE STATION #0356,Shopping,Sale,-61.00,
09/08/2025,09/09/2025,I3B*BLOUNT TN CLERK,Bills & Utilities,Sale,-34.77,
09/06/2025,09/08/2025,THE WOODSHED RESTAURANT,Food & Drink,Sale,-59.03,
09/06/2025,09/08/2025,BUC-EE'S #45,Groceries,Sale,-17.63,
09/06/2025,09/08/2025,UNITED      0162329550597,Travel,Sale,-195.58,
09/06/2025,09/08/2025,UNITED      0162329550596,Travel,Sale,-195.58,
09/07/2025,09/08/2025,SP IM8 HEALTH,Groceries,Sale,-97.68,
09/07/2025,09/08/2025,TST*NAUTI KS,Food & Drink,Sale,-115.03,
09/06/2025,09/08/2025,Rocky Top Waffles,Food & Drink,Sale,-36.25,
09/06/2025,09/08/2025,UNITED      0164328194845,Travel,Sale,-41.91,
09/06/2025,09/08/2025,UNITED      0164328194844,Travel,Sale,-29.01,
09/06/2025,09/08/2025,FRONTIER AI DFM22T,Travel,Sale,-159.96,
09/06/2025,09/08/2025,BUC-EE'S #45,Gas,Sale,-78.95,
09/07/2025,09/07/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-707.85,
09/07/2025,09/07/2025,STARBUCKS 8007827282,Food & Drink,Sale,-10.00,
09/06/2025,09/07/2025,SQ *TUSCULUM UNIVERSITY C,Shopping,Sale,-55.96,
09/06/2025,09/07/2025,APPLE.COM/BILL,Shopping,Sale,-7.67,
09/06/2025,09/07/2025,TUSCULUM CFA CAFE,Food & Drink,Sale,-6.42,
09/06/2025,09/07/2025,SP ALOHA,Groceries,Sale,-77.23,
09/06/2025,09/07/2025,Amazon.com*WQ38K7113,Shopping,Sale,-21.94,
09/05/2025,09/07/2025,UT MEDICAL CENTER GIFT SH,Shopping,Sale,-144.17,
09/05/2025,09/07/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-34.22,
09/03/2025,09/05/2025,O CHULOS GRILL &amp; BAR,Food & Drink,Sale,-67.89,
09/02/2025,09/05/2025,HEAD TO TOE MASSAGE,Health & Wellness,Sale,-150.00,
09/04/2025,09/05/2025,EXXON EZ STOP #22,Gas,Sale,-49.66,
09/04/2025,09/05/2025,EXXON EZ STOP #22,Gas,Sale,-33.64,
09/03/2025,09/05/2025,SLOPPY HOG BURGER JOINT,Food & Drink,Sale,-12.12,
09/04/2025,09/04/2025,AUTOMATIC PAYMENT - THANK,,Payment,1071.00,
09/04/2025,09/04/2025,GOOGLE *YouTube TV,Bills & Utilities,Sale,-90.87,
09/03/2025,09/04/2025,DOLLAR GENERAL #17460,Shopping,Sale,-4.94,
09/01/2025,09/03/2025,ANDY'S - MARYVILLE,Food & Drink,Sale,-17.48,
09/02/2025,09/03/2025,OSAKA JAPANESE GRILL,Food & Drink,Sale,-52.12,
09/01/2025,09/02/2025,SP MICHAEL TODD,Shopping,Sale,-113.26,
09/01/2025,09/02/2025,LOWES #00638*,Home,Sale,-107.00,
09/01/2025,09/02/2025,SQ *BLOSSOM BOWLS MARYVIL,Food & Drink,Sale,-12.56,
09/01/2025,09/02/2025,EXXON TOWNSEND SHOPPIN,Gas,Sale,-9.30,
09/01/2025,09/02/2025,BLUE MOOSE - ALCOA,Food & Drink,Sale,-49.96,
09/01/2025,09/02/2025,WM SUPERCENTER #672,Groceries,Sale,-119.10,
09/01/2025,09/02/2025,TIKTOK SHOP,Shopping,Sale,-624.58,
09/01/2025,09/02/2025,Amazon Digit*Q78HB21Q3,Shopping,Sale,-12.03,
08/30/2025,09/01/2025,10461 CAVA GUNBARREL R,Food & Drink,Sale,-20.65,
08/31/2025,09/01/2025,TST*NAUTI KS,Food & Drink,Sale,-40.19,
08/30/2025,08/31/2025,VIOC 040102,Automotive,Sale,-98.75,
08/28/2025,08/31/2025,ANDY'S - MARYVILLE,Food & Drink,Sale,-16.61,
08/30/2025,08/31/2025,BP#1202000PLANTATION MAR,Gas,Sale,-27.30,
08/29/2025,08/31/2025,GROWTHDAY APP,Shopping,Return,32.84,
08/29/2025,08/31/2025,MCDONALD'S F21687,Food & Drink,Sale,-10.73,
08/30/2025,08/31/2025,BP#1202000PLANTATION MAR,Gas,Sale,-22.29,
08/30/2025,08/31/2025,BP#1202000PLANTATION MAR,Gas,Sale,-2.73,
08/29/2025,08/31/2025,DOLLAR GENERAL #17460,Shopping,Sale,-7.03,
08/29/2025,08/31/2025,FOOD LION #1362,Groceries,Sale,-181.43,
08/29/2025,08/31/2025,SP FAITHGATEWAY STORE,Shopping,Sale,-23.02,
08/28/2025,08/31/2025,FOOD CITY #644,Groceries,Sale,-167.00,
08/28/2025,08/29/2025,PetSmart,Shopping,Sale,-81.32,
08/28/2025,08/29/2025,GROWTHDAY APP,Shopping,Sale,-32.84,
08/27/2025,08/29/2025,MMS-UNIV OF TENNESSEE,Food & Drink,Sale,-5.98,
08/28/2025,08/28/2025,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-386.36,
08/26/2025,08/28/2025,ANDY'S - MARYVILLE,Food & Drink,Sale,-10.58,
08/26/2025,08/28/2025,ALLEGNT AIR ZGT,Travel,Sale,-854.00,
08/26/2025,08/28/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-32.19,
08/27/2025,08/28/2025,Amazon.com*KD3KP7EG3,Shopping,Sale,-38.16,
08/26/2025,08/27/2025,WEIGELS #114,Gas,Sale,-12.07,
08/26/2025,08/27/2025,WEIGELS #114,Gas,Sale,-2.51,
08/25/2025,08/27/2025,HARDEES 1501879,Food & Drink,Sale,-10.63,
08/26/2025,08/27/2025,DREAM RIDES OF TENNESSEE,Automotive,Sale,-1343.75,
08/26/2025,08/27/2025,TST*WINDY CITY GRILLE -,Food & Drink,Sale,-50.27,
08/26/2025,08/27/2025,SQ *BLOSSOM BOWLS MARYVIL,Food & Drink,Sale,-15.09,
08/25/2025,08/26/2025,EXXON EZ STOP #22,Gas,Sale,-49.35,
08/24/2025,08/25/2025,PAPA JOHN'S #0347,Food & Drink,Sale,-25.63,
08/23/2025,08/25/2025,SHELL OIL 57543784607,Gas,Sale,-18.61,
08/22/2025,08/24/2025,SSP*Pickleville LLC,Entertainment,Sale,-42.80,
08/23/2025,08/24/2025,Audible*P60TY3U33,Bills & Utilities,Sale,-16.37,
08/21/2025,08/24/2025,ISTORAGE 8333,Home,Sale,-280.00,
08/22/2025,08/24/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
08/23/2025,08/24/2025,AMAZON MKTPL*W06LX9EC3,Shopping,Sale,-76.81,
08/20/2025,08/22/2025,TST*NAMA SUSHI BAR CEDAR,Food & Drink,Sale,-69.65,
08/21/2025,08/22/2025,BP#1202000PLANTATION MAR,Gas,Sale,-11.15,
08/21/2025,08/22/2025,BROWNS CREEK WINE AND SPI,Food & Drink,Sale,-104.24,
08/21/2025,08/22/2025,FOOD LION #1362,Groceries,Sale,-206.97,
08/20/2025,08/21/2025,MCDONALD'S F21687,Food & Drink,Sale,-7.50,
08/19/2025,08/21/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-35.05,
08/20/2025,08/21/2025,CHIPOTLE 2063,Food & Drink,Sale,-11.42,
08/20/2025,08/21/2025,ATMOS ENERGY,Bills & Utilities,Sale,-24.94,
08/18/2025,08/20/2025,O CHULOS GRILL &amp; BAR,Food & Drink,Sale,-52.36,
08/18/2025,08/20/2025,ANDY'S - MARYVILLE,Food & Drink,Sale,-17.87,
08/18/2025,08/20/2025,FOOD CITY #644,Groceries,Sale,-22.35,
08/18/2025,08/20/2025,FOOD CITY #644,Groceries,Sale,-19.28,
08/18/2025,08/19/2025,Amazon.com*E98PI67D3,Shopping,Sale,-37.95,
08/18/2025,08/18/2025,SP 100 PURE,Shopping,Sale,-72.88,
08/17/2025,08/18/2025,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.95,
08/17/2025,08/18/2025,Subway 5457,Food & Drink,Sale,-28.21,
08/17/2025,08/18/2025,TEXAS ROADHOUSE #2862,Food & Drink,Sale,-112.75,
08/16/2025,08/18/2025,PURE NAIL BAR,Personal,Sale,-61.20,
08/17/2025,08/18/2025,EXXON EZ STOP #10,Gas,Sale,-83.68,
08/16/2025,08/17/2025,SP BABYLIST,Shopping,Sale,-69.90,
08/16/2025,08/17/2025,FOOTHILLS NUTRITION,Groceries,Sale,-21.46,
08/17/2025,08/17/2025,Two Doors Down,Food & Drink,Sale,-8.04,
08/15/2025,08/17/2025,ANDY'S - MARYVILLE,Food & Drink,Sale,-15.67,
08/16/2025,08/17/2025,AMAZON MKTPL*TP1GA0D43,Shopping,Sale,-20.84,
08/16/2025,08/17/2025,SXM*SIRIUSXM.COM/ACCT,Bills & Utilities,Sale,-27.42,
08/16/2025,08/17/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
08/15/2025,08/17/2025,SP IM8 HEALTH,Groceries,Sale,-97.68,
08/14/2025,08/17/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-30.09,
08/16/2025,08/17/2025,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-24.73,
08/13/2025,08/15/2025,MMS-UNIV OF TENNESSEE,Food & Drink,Sale,-11.65,
08/14/2025,08/15/2025,WEIGELS #70 Q88,Gas,Sale,-48.35,
08/15/2025,08/15/2025,Prime Video Channels,Shopping,Sale,-14.22,
08/13/2025,08/15/2025,CRACKER BARREL #494 ALCOA,Food & Drink,Sale,-13.69,
08/13/2025,08/14/2025,WALMART.COM,Shopping,Sale,-8.54,
08/13/2025,08/14/2025,Cracker Barrel,Food & Drink,Sale,-37.87,
08/13/2025,08/14/2025,WALMART.COM,Shopping,Sale,-96.01,
08/12/2025,08/13/2025,FOOD LION #1362,Groceries,Sale,-124.58,
08/13/2025,08/13/2025,LEARNDOBECOME.COM,Professional Services,Sale,-25.00,
08/11/2025,08/12/2025,Amazon Digit*LE6BY4J53,Shopping,Sale,-13.14,
08/11/2025,08/12/2025,SQ *BLOSSOM BOWLS MARYVIL,Food & Drink,Sale,-15.09,
08/11/2025,08/12/2025,BP#1202000PLANTATION MAR,Gas,Sale,-31.74,
08/11/2025,08/12/2025,AMAZON MKTPL*MG74I7NP3,Shopping,Sale,-31.80,
08/10/2025,08/12/2025,FOOD CITY #663,Groceries,Sale,-9.87,
08/10/2025,08/12/2025,FOOD CITY #644,Groceries,Sale,-79.62,
08/11/2025,08/12/2025,TST*SILVIAS MEXICAN RES,Food & Drink,Sale,-46.02,
08/11/2025,08/12/2025,SQ *DARLIN DOGGIE DO'S,Professional Services,Sale,-228.00,
08/10/2025,08/11/2025,EXXON EZ STOP #22,Gas,Sale,-16.45,
08/10/2025,08/11/2025,EXXON EZ STOP #10,Gas,Sale,-2.66,
08/10/2025,08/11/2025,ATT*BILL PAYMENT,Bills & Utilities,Sale,-127.68,
08/09/2025,08/10/2025,DAIRY QUEEN #44400,Food & Drink,Sale,-6.57,
08/09/2025,08/10/2025,BP#1202000PLANTATION MAR,Gas,Sale,-10.69,
08/08/2025,08/10/2025,ANDY'S - MARYVILLE,Food & Drink,Sale,-20.93,
08/08/2025,08/10/2025,PETLABCO,Shopping,Sale,-96.18,
08/09/2025,08/10/2025,OSAKA JAPANESE GRILL,Food & Drink,Sale,-61.42,
08/09/2025,08/10/2025,Prime Video Channels,Shopping,Sale,-7.65,
08/09/2025,08/10/2025,SQ *DRAGON CITY  LLC,Food & Drink,Sale,-40.64,
08/09/2025,08/10/2025,PEACEFUL SIDE BREWERY,Food & Drink,Sale,-128.32,
08/08/2025,08/10/2025,SQ *BLOSSOM BOWLS BEARDEN,Food & Drink,Sale,-15.67,
08/08/2025,08/10/2025,GROW,Personal,Sale,-263.40,
08/07/2025,08/08/2025,FOOTHILLS NUTRITION,Groceries,Sale,-18.56,
08/07/2025,08/08/2025,APPLE.COM/BILL,Shopping,Sale,-5.48,
08/07/2025,08/07/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-705.71,
08/06/2025,08/07/2025,SP ALOHA,Groceries,Sale,-77.23,
08/05/2025,08/07/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-22.71,
08/05/2025,08/06/2025,EXXON EZ STOP #22,Gas,Sale,-31.59,
08/04/2025,08/06/2025,ZAXBY'S #42201,Food & Drink,Sale,-11.62,
08/05/2025,08/05/2025,Payment Thank You-Mobile,,Payment,5000.00,
08/04/2025,08/05/2025,AMAZON MKTPL*X12LL53X3,Shopping,Sale,-33.35,
08/04/2025,08/05/2025,SEYMOUR NUTRITION LLC,Groceries,Sale,-11.26,
08/04/2025,08/05/2025,SEYMOUR CHIROPRACTIC CL,Health & Wellness,Sale,-40.00,
08/02/2025,08/05/2025,HEAD TO TOE MASSAGE,Health & Wellness,Sale,-145.00,
08/04/2025,08/05/2025,PetSmart,Shopping,Sale,-81.32,
08/02/2025,08/04/2025,LOOPE POOL AND SPA  LLC,Home,Sale,-52.64,
08/04/2025,08/04/2025,GOOGLE *YouTube TV,Bills & Utilities,Sale,-90.87,
08/02/2025,08/03/2025,SQ *BLOSSOM BOWLS MARYVIL,Food & Drink,Sale,-15.74,
08/01/2025,08/03/2025,SONIC DRIVE IN #3771,Food & Drink,Sale,-8.89,
08/02/2025,08/03/2025,AMC 4464 FT HILLS 12,Entertainment,Sale,-35.61,
08/01/2025,08/03/2025,Amazon Digit*O66QA2HL3,Shopping,Sale,-8.75,
08/01/2025,08/03/2025,OSAKA JAPANESE GRILL,Food & Drink,Sale,-75.00,
08/02/2025,08/03/2025,FOOD LION #1362,Groceries,Sale,-77.31,
08/01/2025,08/03/2025,WALMART.COM,Shopping,Sale,-225.65,
08/02/2025,08/03/2025,DOLLAR GENERAL #17460,Shopping,Sale,-12.25,
07/29/2025,07/31/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-27.32,
07/30/2025,07/31/2025,BRUSTER'S #366,Food & Drink,Sale,-24.22,
07/29/2025,07/30/2025,4TE*CITY OF ALCOA LANDFIL,Bills & Utilities,Sale,-15.00,
07/28/2025,07/30/2025,COOK OUT MARYVILLE 1,Food & Drink,Sale,-9.31,
07/29/2025,07/30/2025,APPLE.COM/BILL,Shopping,Sale,-40.33,
07/28/2025,07/29/2025,SQ *AMBURN?S MARKET,Groceries,Sale,-11.72,
07/28/2025,07/29/2025,FOOD LION #1362,Groceries,Sale,-214.82,
07/28/2025,07/28/2025,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-365.81,
07/26/2025,07/28/2025,SP INSTANT HYDRATION,Shopping,Sale,-43.84,
07/27/2025,07/28/2025,WALMART.COM,Shopping,Sale,-125.85,
07/25/2025,07/28/2025,The Abbey at the Heartlan,Food & Drink,Sale,-50.70,
07/27/2025,07/28/2025,SQ *CADES COVE CELLARS,Groceries,Sale,-88.14,
07/26/2025,07/27/2025,BATTERIES + BULBS-#0803,Shopping,Sale,-219.49,
07/25/2025,07/27/2025,BP#1202000PLANTATION MAR,Gas,Sale,-85.82,
07/26/2025,07/27/2025,MCDONALD'S F3634,Food & Drink,Sale,-7.88,
07/26/2025,07/27/2025,BP#1202000PLANTATION MAR,Gas,Sale,-14.77,
07/25/2025,07/27/2025,PANDA EXPRESS 2908,Food & Drink,Sale,-33.69,
07/26/2025,07/27/2025,SQ *AMBURN?S MARKET,Groceries,Sale,-42.71,
07/23/2025,07/25/2025,RAISING CANES 1177,Food & Drink,Sale,-18.55,
07/25/2025,07/25/2025,Subway 46622,Food & Drink,Sale,-33.68,
07/23/2025,07/24/2025,Audible*0N8AY3Y23,Bills & Utilities,Sale,-16.37,
07/21/2025,07/24/2025,ISTORAGE 8333,Home,Sale,-280.00,
07/22/2025,07/23/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
07/22/2025,07/23/2025,BP#1202000PLANTATION MAR,Gas,Sale,-31.58,
07/22/2025,07/23/2025,SSP*Pickleville LLC,Entertainment,Sale,-42.80,
07/23/2025,07/23/2025,SP ETERNAL LIGHT,Shopping,Sale,-9.95,
07/23/2025,07/23/2025,SP ETERNAL LIGHT,Shopping,Sale,-30.80,
07/22/2025,07/22/2025,TIKTOK SHOP,Shopping,Sale,-13.93,
07/21/2025,07/22/2025,ATMOS ENERGY,Bills & Utilities,Sale,-24.94,
07/19/2025,07/21/2025,BURGER KING #9977,Food & Drink,Sale,-9.98,
07/20/2025,07/21/2025,AMAZON MKTPL*3P6BI9FL3,Shopping,Sale,-32.90,
07/20/2025,07/21/2025,SPO*THEMUDPUPPY,Food & Drink,Sale,-203.57,
07/20/2025,07/21/2025,FOOD LION #1362,Groceries,Sale,-303.65,
07/20/2025,07/21/2025,SP HIKE FOOTWEAR,Shopping,Sale,-76.77,
07/20/2025,07/21/2025,DOLLAR GENERAL #17460,Shopping,Sale,-7.47,
07/20/2025,07/21/2025,Subway 46622,Food & Drink,Sale,-31.76,
07/19/2025,07/21/2025,LAMON JEWELERS - MARYVILL,Shopping,Sale,-36.22,
07/19/2025,07/20/2025,SQ *BLOSSOM BOWLS MARYVIL,Food & Drink,Sale,-26.13,
07/19/2025,07/20/2025,APPLE.COM/BILL,Shopping,Sale,-21.94,
07/18/2025,07/20/2025,BP#1202000PLANTATION MAR,Gas,Sale,-17.30,
07/19/2025,07/20/2025,DREAM RIDES OF TENNESSEE,Automotive,Sale,-900.00,
07/19/2025,07/20/2025,APPLE.COM/BILL,Shopping,Sale,-16.45,
07/18/2025,07/20/2025,AMAZON MKTPL*0J8KJ3N23,Shopping,Sale,-31.20,
07/18/2025,07/18/2025,Payment Thank You-Mobile,,Payment,10000.00,
07/16/2025,07/18/2025,PBA - MARKET SQ GARAGE,Travel,Sale,-4.00,
07/16/2025,07/18/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
07/17/2025,07/18/2025,AMAZON MKTPL*415O99463,Shopping,Sale,-373.14,
07/17/2025,07/18/2025,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.95,
07/16/2025,07/17/2025,AMAZON MKTPL*RX12D8LV3,Shopping,Sale,-32.90,
07/16/2025,07/17/2025,SXM*SIRIUSXM.COM/ACCT,Bills & Utilities,Sale,-27.42,
07/15/2025,07/17/2025,AMAZON MKTPL*UG1452BO3,Shopping,Sale,-16.45,
